customer_id,age,income_bracket,region,segment,total_orders,total_spend,loyalty_years,churn_risk,satisfaction_score
CUST-0368,55,Low,South,Online,30,37297.07,4.7,0.438,2.3
CUST-0369,41,Medium,North,Retail,6,28870.58,5.6,0.483,3.4
CUST-0370,55,Very High,East,Enterprise,13,44510.43,9.2,0.4,3.3
CUST-0371,23,High,North,Online,44,5151.1,7.6,0.297,3.8
CUST-0372,37,High,North,Enterprise,19,20027.45,0.5,0.638,3.2
CUST-0373,59,Low,North,SMB,26,40622.23,1.8,0.828,3.5
CUST-0374,53,Very High,West,SMB,17,19604.18,0.4,0.158,1.3
CUST-0375,27,Medium,West,Enterprise,37,46373.46,0.7,0.982,3.7
CUST-0376,39,High,South,Retail,27,8049.8,3.4,0.684,1.8
CUST-0377,50,High,North,Enterprise,24,17163.55,7.3,0.78,2.6
CUST-0378,40,Very High,West,Online,47,21574.26,2.4,0.999,3.1
CUST-0379,63,High,East,Enterprise,14,34504.62,3.9,0.504,3.7
CUST-0380,67,Very High,East,Enterprise,3,10169.8,3.9,0.071,4.0
CUST-0381,58,Low,North,SMB,5,988.26,5.9,0.79,3.8
CUST-0382,59,High,South,Online,14,48837.21,8.9,0.871,1.4
CUST-0383,68,Medium,West,SMB,8,44988.48,9.8,0.162,2.5
CUST-0384,21,Very High,West,Online,43,15360.99,6.0,0.024,2.1
CUST-0385,38,Low,West,SMB,25,24432.3,5.1,0.136,2.6
CUST-0386,30,Medium,South,SMB,15,24701.55,6.8,0.324,3.6
CUST-0387,59,Very High,Central,Retail,45,43526.67,6.7,0.924,1.8
CUST-0388,30,Medium,West,SMB,37,30054.48,5.2,0.002,3.0
CUST-0389,29,High,North,SMB,45,41408.34,7.4,0.804,4.5
CUST-0390,41,Low,West,Retail,3,45643.71,4.9,0.855,3.9
CUST-0391,52,Very High,West,Online,45,28514.68,10.0,0.811,3.9
CUST-0392,36,Very High,Central,Retail,11,14631.38,0.5,0.082,4.4
CUST-0393,26,Low,North,Enterprise,9,25186.04,4.4,0.679,2.6
CUST-0394,30,Medium,North,Retail,4,42618.05,4.0,0.954,4.0
CUST-0395,39,Low,North,Retail,49,29389.15,7.7,0.12,1.2
CUST-0396,57,Low,West,SMB,15,44838.23,1.9,0.032,1.2
CUST-0397,53,Low,West,SMB,27,44824.08,4.3,0.874,2.3
CUST-0398,45,Low,East,SMB,31,18981.3,7.0,0.645,1.8
CUST-0399,58,High,Central,Online,16,22681.64,6.0,0.646,3.1
CUST-0400,24,Very High,North,SMB,32,34056.73,5.5,0.964,1.7
CUST-0401,47,Medium,North,Retail,34,5997.69,4.3,0.77,4.9
CUST-0402,48,Medium,East,Online,6,23545.08,7.5,0.397,4.4
CUST-0403,28,Low,West,SMB,44,7894.58,6.5,0.436,4.9
CUST-0404,47,Low,East,Online,5,42473.83,8.7,0.145,4.2
CUST-0405,32,Medium,East,SMB,24,47167.83,7.3,0.304,4.8
CUST-0406,30,Medium,West,Enterprise,49,7506.67,1.4,0.445,2.5
CUST-0407,52,High,South,Retail,19,33533.4,6.2,0.261,3.0
CUST-0408,52,Low,Central,Retail,30,32008.89,0.4,0.916,2.0
CUST-0409,37,Medium,South,Retail,12,38123.7,3.9,0.012,3.5
CUST-0410,60,Very High,South,Enterprise,5,34941.09,4.1,0.587,4.2
CUST-0411,40,High,Central,Retail,28,11247.89,8.5,0.772,3.0
CUST-0412,54,High,South,Retail,39,14915.03,1.8,0.732,2.2
CUST-0413,37,Low,West,Online,34,8678.99,6.4,0.644,3.0
CUST-0414,36,High,South,Online,12,46096.63,1.9,0.41,1.3
CUST-0415,61,High,South,SMB,23,26330.26,9.5,0.918,3.9
CUST-0416,35,Very High,South,Retail,5,48819.98,5.3,0.329,2.8
CUST-0417,21,High,West,SMB,40,22741.43,7.1,0.75,4.6
CUST-0418,25,Very High,East,Online,37,27859.8,6.5,0.927,4.7
CUST-0419,63,High,North,Enterprise,16,39570.05,3.0,0.128,1.5
CUST-0420,47,High,Central,Online,9,39962.57,9.0,0.947,5.0
CUST-0421,65,Low,Central,SMB,33,11941.9,6.3,0.776,4.9
CUST-0422,37,Low,West,Enterprise,37,14770.0,5.1,0.617,3.5
CUST-0423,25,Low,North,Enterprise,33,5341.44,5.3,0.373,4.3
CUST-0424,22,Low,South,Enterprise,49,40370.49,8.9,0.904,1.1
CUST-0425,58,Medium,Central,SMB,1,39796.15,0.6,0.044,4.9
CUST-0426,51,Low,South,Enterprise,47,4522.31,3.9,0.432,2.8
CUST-0427,57,Low,West,Online,37,13242.91,8.4,0.757,4.6
CUST-0428,24,Low,West,Online,9,22768.42,0.4,0.811,2.5
CUST-0429,67,High,West,SMB,18,27318.06,6.4,0.202,4.2
CUST-0430,39,High,East,Online,38,26365.94,4.0,0.048,2.7
CUST-0431,26,High,West,SMB,21,49162.23,2.0,0.803,2.5
CUST-0432,28,Low,South,SMB,44,38324.21,6.1,0.422,4.8
CUST-0433,29,Very High,East,Enterprise,14,6102.8,8.3,0.144,3.8
CUST-0434,25,Medium,South,SMB,39,15028.37,4.7,0.086,4.4
CUST-0435,49,Very High,West,Online,39,17598.65,1.5,0.641,3.2
CUST-0436,34,Very High,East,SMB,6,16099.83,3.1,0.583,4.7
CUST-0437,43,Very High,North,Enterprise,3,39404.31,9.8,0.854,4.0
CUST-0438,68,Very High,West,SMB,48,18347.78,1.1,0.032,1.3
CUST-0439,50,Medium,East,Enterprise,48,24875.12,1.6,0.868,4.1
CUST-0440,43,Very High,East,Enterprise,18,26905.98,9.9,0.887,1.1
CUST-0441,39,Low,East,Enterprise,37,13885.97,8.8,0.446,4.3
CUST-0442,20,Very High,Central,SMB,20,16473.44,7.1,0.077,2.3
CUST-0443,48,Medium,East,SMB,29,39109.88,1.5,0.947,3.4
CUST-0444,31,Medium,North,Retail,36,43400.81,2.4,0.072,4.0
CUST-0445,35,Very High,West,Retail,16,2335.47,1.8,0.591,3.5
CUST-0446,51,Low,West,Retail,4,30455.15,6.3,0.493,3.7
CUST-0447,57,Very High,West,Enterprise,45,31855.06,4.0,0.835,4.6
CUST-0448,34,High,East,Online,14,36996.81,0.5,0.503,2.5
CUST-0449,58,Medium,West,Retail,17,34845.42,2.9,0.469,3.2
CUST-0450,29,Very High,North,SMB,35,43932.51,8.6,0.881,1.7
CUST-0451,56,High,Central,Enterprise,35,4384.38,8.0,0.964,2.9
CUST-0452,50,Low,North,Enterprise,49,19724.43,6.4,0.549,1.6
CUST-0453,49,High,Central,SMB,45,39213.43,0.9,0.455,3.5
CUST-0454,38,Medium,West,Retail,32,42405.71,8.8,0.831,2.3
CUST-0455,31,High,South,Retail,10,13606.04,5.3,0.831,4.4
CUST-0456,19,High,Central,Online,29,29471.56,4.9,0.319,2.4
CUST-0457,66,High,North,SMB,12,9447.87,9.3,0.576,2.1
CUST-0458,24,Low,North,SMB,9,42619.27,0.1,0.154,3.0
CUST-0459,32,Low,South,Retail,26,36656.29,5.6,0.636,1.7
CUST-0460,48,Low,Central,Online,21,11492.22,7.9,0.834,1.8
CUST-0461,45,Low,Central,Online,1,31376.77,0.6,0.188,4.1
CUST-0462,58,Very High,North,SMB,36,25711.36,3.6,0.323,3.0
CUST-0463,25,High,Central,Retail,19,13311.92,9.8,0.449,1.8
CUST-0464,24,Medium,South,SMB,6,44709.57,2.1,0.845,1.1
CUST-0465,53,High,Central,Retail,47,7818.05,5.3,0.731,2.9
CUST-0466,27,Very High,Central,SMB,18,23639.26,7.5,0.317,4.0
CUST-0467,56,High,South,Enterprise,37,29348.52,3.9,0.243,2.4
CUST-0468,64,High,West,Enterprise,8,41265.51,4.1,0.696,2.0
CUST-0469,47,Medium,Central,Online,11,7933.91,0.6,0.48,2.6
CUST-0470,62,Medium,North,Enterprise,5,30654.14,1.9,0.594,4.8
CUST-0471,57,Medium,East,SMB,21,824.71,8.8,0.649,2.7
CUST-0472,58,High,North,Retail,40,41217.78,8.2,0.559,2.0
CUST-0473,58,Very High,North,Retail,43,12119.26,3.0,0.613,3.3
CUST-0474,22,Low,West,Retail,21,36185.31,3.8,0.888,4.2
CUST-0475,38,Low,West,Enterprise,20,30292.95,4.4,0.868,1.1
CUST-0476,23,High,North,Enterprise,42,2981.31,3.5,0.149,3.2
CUST-0477,33,Low,Central,Retail,9,9569.89,6.5,0.586,4.3
CUST-0478,33,Low,North,SMB,2,13753.16,0.1,0.439,1.9
CUST-0479,41,High,Central,SMB,49,44393.02,8.8,0.286,4.7
CUST-0480,63,High,South,Online,4,24299.77,3.0,0.631,3.3
CUST-0481,36,Very High,South,Retail,26,45718.41,8.7,0.511,3.1
CUST-0482,36,Low,West,Retail,12,2848.77,4.5,0.775,4.9
CUST-0483,65,High,East,SMB,19,824.91,7.8,0.093,1.5
CUST-0484,54,Low,East,Retail,19,47438.21,8.3,0.303,4.0
CUST-0485,50,Medium,West,Online,19,36333.89,3.0,0.026,4.3
CUST-0486,22,Medium,South,SMB,29,39274.18,6.4,0.746,3.0
CUST-0487,26,Very High,West,SMB,39,45832.38,6.1,0.912,1.0
CUST-0488,38,High,South,Enterprise,45,49234.67,4.8,0.587,3.1
CUST-0489,24,Low,Central,Online,34,5336.75,4.7,0.617,1.6
CUST-0490,59,Medium,South,Enterprise,8,8335.42,3.1,0.046,3.3
CUST-0491,42,High,South,Online,6,9834.39,3.1,0.504,4.0
CUST-0492,64,Medium,South,Enterprise,32,41011.67,5.5,0.527,3.1
CUST-0493,38,Medium,East,Retail,28,18099.72,0.3,0.039,3.5
CUST-0494,61,High,South,SMB,11,29866.94,9.3,0.782,1.4
CUST-0495,30,Medium,North,Retail,28,42833.48,6.5,0.278,1.4
CUST-0496,67,High,Central,Retail,32,34316.41,4.4,0.723,4.4
CUST-0497,38,Very High,East,Online,41,3738.06,0.6,0.403,1.2
CUST-0498,27,High,North,Online,8,22560.86,6.3,0.996,2.1
CUST-0499,41,Medium,East,Online,20,3841.25,0.2,0.212,4.8
CUST-0500,44,Medium,East,Retail,24,24202.76,6.8,0.058,2.8
CUST-0501,50,Low,North,SMB,27,11355.48,0.7,0.98,3.7
CUST-0502,43,Very High,West,Enterprise,47,564.76,6.6,0.244,1.9
CUST-0503,53,Medium,West,Online,11,40751.01,4.1,0.635,2.1
CUST-0504,34,Very High,South,SMB,47,48484.45,6.6,0.375,3.0
CUST-0505,38,Low,North,SMB,23,48224.57,1.4,0.64,3.6
CUST-0506,62,Very High,South,Online,22,15309.67,1.2,0.596,4.8
CUST-0507,19,High,West,Retail,5,41524.29,2.5,0.707,3.3
CUST-0508,32,Very High,North,Retail,48,34099.46,4.1,0.018,1.4
CUST-0509,61,Medium,North,Enterprise,34,40103.78,2.5,0.836,2.5
CUST-0510,19,Medium,North,SMB,31,42388.78,0.8,0.479,2.0
CUST-0511,24,High,South,Enterprise,47,49023.8,3.3,0.519,2.0
CUST-0512,53,Medium,East,Retail,37,8010.62,7.1,0.411,3.0
CUST-0513,63,Low,East,Retail,47,38602.43,5.8,0.989,2.3
CUST-0514,67,Medium,East,Enterprise,26,36840.6,9.6,0.802,2.2
CUST-0515,60,Low,North,Enterprise,23,14742.92,4.4,0.311,4.9
CUST-0516,49,Very High,West,SMB,43,19933.08,3.3,0.783,3.3
CUST-0517,20,Very High,South,Enterprise,38,9249.52,6.9,0.437,2.0
CUST-0518,20,Medium,South,Enterprise,38,45707.02,4.1,0.87,2.1
CUST-0519,67,Medium,West,SMB,32,44027.12,6.2,0.031,4.2
CUST-0520,50,High,East,Retail,5,30894.73,9.5,0.355,4.5
CUST-0521,62,Very High,Central,SMB,25,25825.68,5.0,0.43,3.7
CUST-0522,42,Low,West,Retail,33,12027.97,5.0,0.744,2.7
CUST-0523,54,High,East,Retail,7,39585.38,7.8,0.182,4.1
CUST-0524,53,High,North,Enterprise,16,906.14,7.6,0.286,4.7
CUST-0525,52,Very High,West,Online,49,23407.94,5.2,0.724,1.7
CUST-0526,36,High,East,Enterprise,29,43097.28,0.6,0.077,4.4
CUST-0527,62,Low,South,Online,15,31115.02,9.8,0.201,4.4
CUST-0528,65,High,Central,Online,20,31938.58,3.8,0.753,2.5
CUST-0529,36,Low,Central,Enterprise,22,4000.02,3.2,0.876,2.2
CUST-0530,50,Low,Central,Enterprise,10,14691.88,9.8,0.729,3.3
CUST-0531,35,Medium,East,Enterprise,8,33856.18,8.7,0.527,2.1
CUST-0532,44,Very High,East,Online,32,2956.06,3.3,0.099,1.6
CUST-0533,47,Very High,North,Retail,28,16881.32,3.1,0.827,4.8
CUST-0534,48,Very High,Central,Online,9,18020.26,7.2,0.124,3.0
CUST-0535,56,Very High,South,SMB,31,25186.56,3.3,0.385,2.9
CUST-0536,20,Low,Central,Enterprise,23,18437.57,2.5,0.05,1.5
CUST-0537,39,Very High,West,Online,19,22978.82,9.8,0.71,3.0
CUST-0538,69,Very High,West,Online,32,27576.37,5.7,0.503,4.0
CUST-0539,27,Low,South,Retail,10,6853.22,7.6,0.908,2.0
CUST-0540,25,Medium,East,Enterprise,20,9433.53,7.1,0.139,2.5
CUST-0541,51,Very High,Central,SMB,35,41709.29,7.6,0.819,1.7
CUST-0542,59,High,West,Retail,31,23258.51,9.0,0.511,2.4
CUST-0543,35,Medium,South,Online,11,18080.03,5.0,0.366,4.4
CUST-0544,29,Medium,North,Online,43,21977.13,7.5,0.644,1.9
CUST-0545,63,Medium,West,SMB,40,9153.52,8.0,0.79,1.1
CUST-0546,49,Very High,West,Online,10,12372.44,9.5,0.44,3.1
CUST-0547,19,Low,Central,Online,9,26018.42,7.1,0.233,3.3
CUST-0548,34,Very High,East,Enterprise,42,18266.86,8.9,0.916,2.3
CUST-0549,69,Very High,West,Retail,10,24035.08,1.0,0.313,3.6
CUST-0550,29,Medium,West,SMB,37,7910.38,1.3,0.998,1.2
CUST-0551,24,Low,Central,Enterprise,37,8245.18,1.6,0.767,2.4
CUST-0552,32,Very High,East,Enterprise,7,19505.18,1.4,0.688,1.6
CUST-0553,19,Very High,North,Retail,20,19253.45,0.9,0.012,1.9
CUST-0554,44,Very High,North,Enterprise,20,44224.95,1.2,0.449,2.5
CUST-0555,43,Very High,North,Online,8,2155.84,10.0,0.502,3.0
CUST-0556,42,Low,North,SMB,17,49646.34,2.7,0.376,1.4
CUST-0557,29,Low,East,Enterprise,38,47847.89,4.8,0.15,1.4
CUST-0558,34,Low,North,SMB,25,27341.42,8.2,0.367,3.7
CUST-0559,18,High,Central,SMB,13,36078.51,1.2,0.075,2.6
CUST-0560,48,Low,Central,SMB,45,46795.11,3.2,0.291,1.7
CUST-0561,57,Low,Central,Online,13,12934.1,1.6,0.084,1.9
CUST-0562,22,Medium,North,SMB,48,16123.72,0.6,0.752,3.9
CUST-0563,45,Very High,Central,Retail,2,5990.77,9.6,0.671,1.2
CUST-0564,45,Very High,Central,SMB,37,28410.38,8.6,0.94,3.0
CUST-0565,25,Medium,South,Online,42,8392.69,8.8,0.38,2.4
CUST-0566,69,Low,North,Online,42,46578.1,8.7,0.786,4.2
CUST-0567,31,Very High,Central,Retail,11,21862.56,1.5,0.588,4.2
CUST-0568,23,High,East,Retail,20,46024.49,7.8,0.646,3.8
CUST-0569,35,High,Central,Online,9,10652.45,7.3,0.547,2.5
CUST-0570,54,Medium,South,Online,45,34854.81,9.3,0.779,3.5
CUST-0571,27,High,East,Retail,45,32555.81,2.2,0.042,3.6
CUST-0572,64,Medium,East,Online,29,20283.95,4.1,0.08,2.3
CUST-0573,52,High,West,Enterprise,34,44967.98,2.9,0.096,4.5
CUST-0574,52,High,South,SMB,5,22022.7,2.6,0.289,4.9
CUST-0575,34,High,South,Online,31,10322.31,6.5,0.591,2.3
CUST-0576,63,Medium,Central,Online,26,48860.78,1.6,0.646,4.2
CUST-0577,44,Very High,South,Online,37,22353.33,4.6,0.713,3.0
CUST-0578,41,Medium,East,Enterprise,44,10799.61,6.5,0.281,2.9
CUST-0579,27,Low,East,SMB,20,18499.82,1.3,0.65,2.5
CUST-0580,68,Low,Central,Retail,8,30868.72,2.6,0.118,2.2
CUST-0581,65,High,East,Enterprise,6,25845.36,9.7,0.01,4.7
CUST-0582,34,High,Central,Enterprise,18,31938.29,8.0,0.695,4.0
CUST-0583,69,Very High,West,Retail,8,33261.94,6.8,0.716,2.8
CUST-0584,62,Very High,South,Retail,25,6607.36,8.6,0.622,4.0
CUST-0585,50,Very High,South,Online,2,16086.81,0.1,0.259,3.9
CUST-0586,50,High,South,Retail,28,37560.7,0.1,0.927,2.1
CUST-0587,34,Medium,West,Enterprise,42,32693.18,1.5,0.876,1.7
CUST-0588,35,High,South,Online,25,4873.24,5.0,0.516,4.3
CUST-0589,66,Low,West,Retail,20,16099.81,5.7,0.989,4.2
CUST-0590,61,High,West,Enterprise,6,46600.45,1.1,0.299,5.0
CUST-0591,55,Very High,Central,SMB,37,43169.63,0.7,0.491,1.1
CUST-0592,24,Low,North,Retail,16,33696.82,8.3,0.928,3.2
CUST-0593,66,High,North,Enterprise,35,4106.76,4.6,0.462,3.8
CUST-0594,43,Very High,Central,Online,36,30549.23,9.9,0.471,3.3
CUST-0595,65,High,Central,Retail,1,1103.31,2.3,0.079,3.8
CUST-0596,18,High,Central,Retail,14,33225.76,6.5,0.211,1.5
CUST-0597,28,Very High,South,Online,14,36694.97,8.0,0.158,1.0
CUST-0598,27,Low,East,Online,24,25113.56,8.7,0.565,1.4
CUST-0599,48,Low,Central,Enterprise,19,688.43,3.1,0.318,2.5
CUST-0600,42,Medium,West,Online,38,33497.2,1.9,0.077,2.3
CUST-0601,18,Low,North,Enterprise,44,41077.13,2.3,0.51,4.5
CUST-0602,60,High,South,Enterprise,18,29500.44,6.7,0.669,1.3
CUST-0603,20,Very High,East,Online,9,35605.28,5.2,0.737,2.8
CUST-0604,65,Low,North,Retail,13,4970.91,6.0,0.838,4.8
CUST-0605,18,High,North,Online,45,35908.43,0.2,0.482,3.0
CUST-0606,24,High,North,Online,19,30902.55,3.9,0.391,1.5
CUST-0607,60,Low,West,SMB,10,16885.48,3.1,0.684,2.2
CUST-0608,66,Very High,West,SMB,38,34424.03,8.6,0.013,3.5
CUST-0609,68,Very High,West,Online,3,32456.35,7.8,0.634,1.0
CUST-0610,31,Medium,East,Retail,48,30173.28,4.3,0.406,4.9
CUST-0611,40,Very High,North,Retail,41,9555.8,6.3,0.453,3.3
CUST-0612,65,Very High,Central,Enterprise,17,15162.98,0.5,0.296,3.8
CUST-0613,34,Low,East,Online,23,49573.45,6.4,0.127,3.0
CUST-0614,31,Low,West,Online,27,21938.9,1.0,0.401,4.8
CUST-0615,26,High,West,SMB,9,3441.61,7.1,0.308,3.4
CUST-0616,38,Low,West,SMB,5,45000.76,5.7,0.96,3.6
CUST-0617,62,Medium,South,SMB,19,9060.14,3.0,0.944,4.4
CUST-0618,19,High,North,Enterprise,29,20474.23,3.7,0.644,4.4
CUST-0619,69,Very High,Central,Online,15,14260.95,0.9,0.904,1.1
CUST-0620,49,Low,North,SMB,42,48211.83,3.2,0.751,2.1
CUST-0621,25,Medium,East,Online,36,19215.88,9.7,0.346,2.0
CUST-0622,53,High,South,Enterprise,12,35581.49,4.9,0.604,1.0
CUST-0623,43,Medium,East,Retail,14,30119.96,4.7,0.22,4.5
CUST-0624,54,Medium,West,Enterprise,15,2627.27,6.3,0.687,2.3
CUST-0625,32,Very High,West,Online,31,19523.58,4.8,0.045,2.4
CUST-0626,51,High,Central,Online,5,19806.09,3.6,0.831,1.4
CUST-0627,38,Low,North,Online,44,49496.75,1.4,0.583,5.0
CUST-0628,40,Very High,East,Retail,3,40690.47,6.3,0.058,4.3
CUST-0629,26,Medium,West,Online,47,42904.39,7.5,0.872,3.3
CUST-0630,57,High,Central,SMB,30,16019.3,9.2,0.878,4.1
CUST-0631,43,Very High,Central,Retail,47,16788.2,0.0,0.853,4.1
CUST-0632,60,Low,East,Retail,12,26022.48,0.7,0.774,3.6
CUST-0633,39,Medium,North,Retail,15,31735.25,9.0,0.678,1.7
CUST-0634,30,High,South,Enterprise,38,36550.53,6.3,0.397,3.9
CUST-0635,42,Very High,Central,Enterprise,28,41129.69,9.6,0.136,3.3
CUST-0636,24,Very High,East,Enterprise,49,43723.51,4.3,0.289,3.9
CUST-0637,68,Medium,West,Retail,23,1718.98,4.2,0.347,3.2
CUST-0638,44,Very High,South,Retail,47,39906.75,3.4,0.358,4.8
CUST-0639,32,Low,South,Online,15,30736.43,1.4,0.565,3.5
CUST-0640,29,Low,North,Retail,11,26838.2,3.8,0.208,3.3
CUST-0641,62,Low,East,SMB,30,31609.08,0.1,0.19,4.4
CUST-0642,50,High,North,Enterprise,12,44155.94,5.1,0.717,2.5
CUST-0643,38,Very High,Central,Online,19,27491.9,8.5,0.008,2.3
CUST-0644,42,Low,Central,SMB,32,8528.31,3.2,0.15,3.0
CUST-0645,57,Low,East,SMB,1,22120.47,0.9,0.435,3.3
CUST-0646,64,High,West,SMB,16,46260.75,9.7,0.149,1.9
CUST-0647,39,Very High,Central,Retail,11,40816.95,1.3,0.96,3.7
CUST-0648,31,Low,Central,Enterprise,31,10550.76,5.3,0.67,4.2
CUST-0649,25,Low,West,SMB,33,35850.12,8.1,0.433,3.3
CUST-0650,41,Low,South,Online,36,13183.22,2.5,0.112,3.1
CUST-0651,20,High,East,Enterprise,30,17752.58,8.4,0.385,2.2
CUST-0652,29,Very High,South,Enterprise,38,23711.41,5.6,0.651,4.6
CUST-0653,64,Low,North,Retail,4,22323.05,3.3,0.969,4.0
CUST-0654,39,Medium,West,SMB,25,1949.35,8.7,0.473,2.9
CUST-0655,33,High,East,Online,34,38813.46,6.2,0.692,3.6
CUST-0656,24,Medium,West,Retail,17,42396.11,6.2,0.195,2.3
CUST-0657,35,Very High,West,Enterprise,33,26781.69,5.0,0.624,1.2
CUST-0658,62,High,South,SMB,30,9061.08,2.7,0.239,1.8
CUST-0659,40,High,South,Enterprise,13,12772.93,3.0,0.198,1.3
CUST-0660,43,High,North,Enterprise,12,6753.54,0.9,0.509,3.0
CUST-0661,55,Very High,East,Retail,32,8890.56,2.4,0.212,3.5
CUST-0662,19,Medium,West,Online,23,43881.67,2.8,0.721,2.5
CUST-0663,19,Low,North,SMB,29,24268.06,0.6,0.937,3.1
CUST-0664,39,Very High,West,Retail,34,5995.17,1.1,0.394,1.3
CUST-0665,68,Low,North,Online,19,13109.89,2.7,0.322,4.1
CUST-0666,55,Low,West,Retail,12,47500.32,6.8,0.176,1.1
CUST-0667,59,Low,South,Online,4,25708.65,1.8,0.39,3.5
CUST-0668,45,High,Central,Enterprise,25,26023.9,5.2,0.56,2.7
CUST-0669,34,High,North,SMB,26,26519.42,5.1,0.373,1.7
CUST-0670,68,Medium,North,SMB,18,6025.03,8.3,0.623,3.1
CUST-0671,65,Very High,Central,SMB,30,48530.53,6.1,0.662,4.1
CUST-0672,35,Low,South,Retail,34,4682.04,9.2,0.098,2.7
CUST-0673,68,Very High,North,Retail,33,35151.9,6.3,0.698,2.5
CUST-0674,19,Very High,South,Online,31,3359.36,0.3,0.9,1.6
CUST-0675,52,Very High,West,Retail,31,22457.79,3.8,0.026,3.4
CUST-0676,32,High,West,Enterprise,13,45034.07,7.0,0.551,4.3
CUST-0677,32,Low,Central,Online,24,38538.0,4.8,0.604,3.2
CUST-0678,61,Low,East,Retail,5,17066.46,4.2,0.71,1.7
CUST-0679,69,Very High,South,SMB,1,27791.71,6.7,0.386,3.6
CUST-0680,62,Medium,East,Enterprise,34,8681.1,2.9,0.819,1.1
CUST-0681,51,High,East,SMB,46,47827.95,9.1,0.54,4.4
CUST-0682,67,Very High,South,Online,9,35579.53,4.1,0.409,4.7
CUST-0683,32,Very High,East,Online,8,19027.54,6.3,0.719,3.4
CUST-0684,35,Low,North,Retail,43,16237.76,9.8,0.927,4.5
CUST-0685,30,Medium,West,Online,36,12312.62,7.9,0.812,1.3
CUST-0686,55,Very High,Central,Online,29,39432.72,5.3,0.931,1.9
CUST-0687,25,Medium,South,SMB,35,22013.41,8.6,0.266,2.3
CUST-0688,33,Low,Central,Online,5,16845.75,5.6,0.119,4.1
CUST-0689,37,Low,West,Enterprise,46,45308.48,4.4,0.534,2.9
CUST-0690,43,Very High,Central,Retail,10,7935.79,8.7,0.044,2.4
CUST-0691,52,Medium,South,Online,38,13559.86,0.3,0.675,1.6
CUST-0692,34,Very High,Central,Enterprise,10,17565.9,4.1,0.24,4.2
CUST-0693,43,Very High,East,Retail,11,13362.65,3.4,0.454,1.1
CUST-0694,35,Very High,East,Enterprise,8,29477.45,7.1,0.656,2.3
CUST-0695,61,Very High,West,Enterprise,4,30251.04,0.1,0.483,2.0
CUST-0696,24,Medium,East,Online,18,3210.07,6.6,0.236,1.5
CUST-0697,61,Very High,Central,SMB,20,7654.19,3.5,0.88,1.7
CUST-0698,52,Low,North,Retail,46,10327.17,1.0,0.765,3.0
CUST-0699,29,Low,Central,Online,3,3981.24,9.8,0.601,2.7
CUST-0700,64,Medium,North,Online,44,6675.72,2.1,0.699,3.1
CUST-0701,66,Very High,Central,Retail,15,12362.74,3.5,0.415,3.9
CUST-0702,61,Very High,North,Retail,8,17608.22,2.1,0.376,4.6
CUST-0703,58,High,North,Online,46,39669.8,6.6,0.16,1.5
CUST-0704,18,Very High,South,Enterprise,6,11286.3,7.8,0.804,1.3
CUST-0705,42,Medium,South,SMB,46,33666.28,8.6,0.381,2.3
CUST-0706,33,Medium,Central,SMB,36,3365.11,3.1,0.692,3.2
CUST-0707,32,High,East,Retail,20,33082.93,5.2,0.3,1.4
CUST-0708,28,Low,South,Retail,32,39838.6,6.6,0.796,3.9
CUST-0709,54,Medium,North,Enterprise,6,30437.99,6.3,0.105,3.2
CUST-0710,56,Very High,Central,Enterprise,16,10468.92,7.2,0.625,4.0
CUST-0711,20,Very High,East,Online,49,16855.2,7.7,0.808,2.4
CUST-0712,62,Low,Central,Enterprise,2,40356.48,1.0,0.66,2.6
CUST-0713,62,High,North,SMB,18,21882.61,1.7,0.696,4.2
CUST-0714,68,Medium,South,Enterprise,45,13134.12,7.3,0.526,2.1
CUST-0715,59,Very High,South,Enterprise,26,46668.23,4.8,0.559,2.5
CUST-0716,56,Low,West,Enterprise,20,32049.07,4.3,0.066,1.1
CUST-0717,37,Low,West,Retail,16,40382.88,4.6,0.251,3.2
CUST-0718,40,Low,Central,Enterprise,21,1712.84,3.7,0.722,4.4
CUST-0719,32,Very High,Central,Retail,45,17297.16,5.9,0.945,1.1
CUST-0720,35,Low,East,SMB,14,23215.4,3.2,0.542,3.5
CUST-0721,69,Low,South,SMB,18,29577.37,6.4,0.726,4.4
CUST-0722,56,Low,South,Retail,8,9903.61,2.0,0.684,3.0
CUST-0723,52,Medium,West,Retail,5,25148.7,7.6,0.999,2.3
CUST-0724,46,Very High,North,Enterprise,24,34438.46,7.8,0.795,5.0
CUST-0725,37,Medium,North,Enterprise,41,17620.86,5.8,0.628,1.3
CUST-0726,59,High,West,SMB,47,34726.39,3.7,0.115,1.8
CUST-0727,32,Low,Central,SMB,29,19787.87,0.1,0.363,4.5
CUST-0728,49,Very High,South,SMB,9,23738.44,1.2,0.251,2.2
CUST-0729,29,High,South,SMB,42,7147.5,0.8,0.854,4.3
CUST-0730,65,Medium,South,Online,18,32738.09,0.1,0.446,2.3
CUST-0731,68,High,North,Enterprise,46,11601.65,7.2,0.535,4.2
CUST-0732,29,Medium,Central,Enterprise,18,41528.08,9.6,0.965,3.7
CUST-0733,42,Very High,North,Online,48,27895.45,0.1,0.837,2.9
CUST-0734,51,Medium,Central,SMB,28,28232.71,1.1,0.79,3.1
CUST-0735,25,High,West,Enterprise,37,45667.59,8.6,0.142,1.7
CUST-0736,41,Medium,Central,Enterprise,10,8786.43,6.9,0.023,1.5
CUST-0737,62,Medium,North,Retail,20,26746.62,4.0,0.126,3.9
