order_id,date,product,region,segment,quantity,unit_price,discount,customer_age,customer_loyalty_years,marketing_spend,competitor_price_index,revenue,profit_margin,profit,month,year,quarter,product_encoded,region_encoded,segment_encoded
ORD-01303,2021-10-18,Mouse,West,SMB,5,1997.45,0.02,40,7.0,793.47,0.95,9787.5,0.425,4159.69,10,2021,4,4,4,3
ORD-01304,2021-10-18,Monitor,Central,Enterprise,17,1842.63,0.11,23,9.0,2698.15,1.02,27878.99,0.109,3038.81,10,2021,4,3,0,0
ORD-01305,2021-10-18,Headphones,North,SMB,17,1566.89,0.3,45,6.2,4024.46,0.87,18645.99,0.444,8278.82,10,2021,4,0,2,3
ORD-01306,2021-10-18,Monitor,West,Retail,2,1634.12,0.01,29,3.9,4876.52,0.91,3235.56,0.132,427.09,10,2021,4,3,4,2
ORD-01307,2021-10-19,Webcam,South,Enterprise,2,1168.8,0.21,64,7.1,2684.06,0.95,1846.7,0.467,862.41,10,2021,4,7,3,0
ORD-01308,2021-10-19,Laptop,East,Enterprise,7,420.8,0.25,68,6.2,734.8,0.88,2209.2,0.157,346.84,10,2021,4,2,1,0
ORD-01309,2021-10-20,Monitor,Central,SMB,4,1370.23,0.19,39,6.2,4072.46,1.2,4439.55,0.313,1389.58,10,2021,4,3,0,3
ORD-01310,2021-10-20,Monitor,South,Online,13,1439.87,0.17,41,8.5,3509.36,1.12,15536.2,0.14,2175.07,10,2021,4,3,3,1
ORD-01311,2021-10-20,Phone,Central,SMB,11,1971.5,0.21,51,9.1,4774.46,1.12,17132.34,0.279,4779.92,10,2021,4,5,0,3
ORD-01312,2021-10-21,Tablet,North,SMB,3,1105.54,0.13,36,1.8,2722.54,1.03,2885.46,0.22,634.8,10,2021,4,6,2,3
ORD-01313,2021-10-21,Mouse,West,Enterprise,2,579.17,0.03,41,3.1,1849.81,1.18,1123.59,0.268,301.12,10,2021,4,4,4,0
ORD-01314,2021-10-21,Mouse,South,SMB,16,1383.16,0.29,37,6.5,4817.92,1.09,15712.7,0.318,4996.64,10,2021,4,4,3,3
ORD-01315,2021-10-21,Headphones,East,Retail,3,1959.78,0.13,69,5.6,2738.38,0.93,5115.03,0.284,1452.67,10,2021,4,0,1,2
ORD-01316,2021-10-21,Headphones,North,Enterprise,15,395.57,0.2,51,6.5,177.94,1.04,4746.84,0.109,517.41,10,2021,4,0,2,0
ORD-01317,2021-10-22,Webcam,North,SMB,17,685.7,0.16,64,4.3,2420.98,1.02,9791.8,0.445,4357.35,10,2021,4,7,2,3
ORD-01318,2021-10-22,Monitor,Central,Online,16,1106.67,0.02,44,4.1,111.65,1.03,17352.59,0.138,2394.66,10,2021,4,3,0,1
ORD-01319,2021-10-22,Keyboard,North,Retail,7,381.92,0.29,61,1.2,3714.77,1.13,1898.14,0.492,933.88,10,2021,4,1,2,2
ORD-01320,2021-10-22,Mouse,South,Online,16,93.33,0.24,46,6.2,2873.13,1.0,1134.89,0.441,500.49,10,2021,4,4,3,1
ORD-01321,2021-10-22,Headphones,Central,Retail,5,707.12,0.04,18,1.8,638.03,1.09,3394.18,0.325,1103.11,10,2021,4,0,0,2
ORD-01322,2021-10-22,Monitor,North,Online,2,1737.47,0.29,63,6.7,4083.76,0.9,2467.21,0.198,488.51,10,2021,4,3,2,1
ORD-01323,2021-10-23,Headphones,East,SMB,1,134.76,0.22,53,9.7,2728.54,1.17,105.11,0.134,14.08,10,2021,4,0,1,3
ORD-01324,2021-10-23,Webcam,South,Retail,13,886.41,0.14,60,2.6,658.9,0.83,9910.06,0.369,3656.81,10,2021,4,7,3,2
ORD-01325,2021-10-23,Laptop,East,Enterprise,16,1536.29,0.18,56,1.4,884.05,1.2,20156.12,0.181,3648.26,10,2021,4,2,1,0
ORD-01326,2021-10-23,Laptop,East,Enterprise,5,1908.71,0.03,62,0.2,4128.31,1.05,9257.24,0.393,3638.1,10,2021,4,2,1,0
ORD-01327,2021-10-23,Headphones,Central,Online,3,1971.68,0.17,63,3.8,1841.89,0.99,4909.48,0.433,2125.8,10,2021,4,0,0,1
ORD-01328,2021-10-23,Laptop,West,Online,15,872.84,0.02,24,2.1,4123.37,0.92,12830.75,0.496,6364.05,10,2021,4,2,4,1
ORD-01329,2021-10-23,Headphones,Central,Online,16,1903.25,0.16,60,4.9,440.57,0.96,25579.68,0.302,7725.06,10,2021,4,0,0,1
ORD-01330,2021-10-24,Monitor,South,Retail,11,119.07,0.17,37,5.2,1294.91,1.11,1087.11,0.49,532.68,10,2021,4,3,3,2
ORD-01331,2021-10-25,Phone,South,Enterprise,19,1504.54,0.26,37,3.5,3846.45,0.86,21153.83,0.16,3384.61,10,2021,4,5,3,0
ORD-01332,2021-10-25,Keyboard,Central,SMB,18,1303.35,0.22,42,7.5,3244.34,0.9,18299.03,0.434,7941.78,10,2021,4,1,0,3
ORD-01333,2021-10-25,Monitor,West,Retail,9,536.57,0.07,60,9.0,1603.44,0.85,4491.09,0.244,1095.83,10,2021,4,3,4,2
ORD-01334,2021-10-26,Phone,Central,Online,8,1039.27,0.27,38,2.1,4686.53,0.97,6069.34,0.246,1493.06,10,2021,4,5,0,1
ORD-01335,2021-10-26,Phone,South,Enterprise,19,302.63,0.17,26,8.4,1134.22,0.95,4772.48,0.207,987.9,10,2021,4,5,3,0
ORD-01336,2021-10-26,Mouse,West,Online,5,1749.61,0.18,44,1.3,4263.92,1.06,7173.4,0.169,1212.3,10,2021,4,4,4,1
ORD-01337,2021-10-27,Monitor,South,SMB,17,747.9,0.05,45,2.3,3509.14,1.2,12078.58,0.277,3345.77,10,2021,4,3,3,3
ORD-01338,2021-10-27,Monitor,West,SMB,5,1270.79,0.26,42,5.6,693.47,1.16,4701.92,0.495,2327.45,10,2021,4,3,4,3
ORD-01339,2021-10-28,Headphones,West,Enterprise,14,359.61,0.28,53,3.1,2820.07,1.15,3624.87,0.232,840.97,10,2021,4,0,4,0
ORD-01340,2021-10-28,Phone,Central,Retail,7,452.02,0.23,51,0.4,4656.55,1.06,2436.39,0.284,691.93,10,2021,4,5,0,2
ORD-01341,2021-10-29,Phone,Central,SMB,9,1984.31,0.28,19,2.9,3132.59,0.91,12858.33,0.191,2455.94,10,2021,4,5,0,3
ORD-01342,2021-10-29,Phone,Central,SMB,17,1518.52,0.09,26,9.0,2691.16,0.95,23491.5,0.235,5520.5,10,2021,4,5,0,3
ORD-01343,2021-10-29,Headphones,West,SMB,3,1925.85,0.26,36,1.7,1894.98,0.9,4275.39,0.122,521.6,10,2021,4,0,4,3
ORD-01344,2021-10-29,Mouse,West,SMB,8,626.91,0.15,32,7.6,3965.06,0.85,4262.99,0.482,2054.76,10,2021,4,4,4,3
ORD-01345,2021-10-29,Monitor,South,Online,13,370.9,0.05,38,7.2,4573.99,0.97,4580.62,0.304,1392.51,10,2021,4,3,3,1
ORD-01346,2021-10-29,Phone,East,Online,16,1030.98,0.2,67,1.1,3791.25,1.16,13196.54,0.393,5186.24,10,2021,4,5,1,1
ORD-01347,2021-10-30,Laptop,Central,Retail,10,1014.6,0.21,33,3.3,3653.72,1.1,8015.34,0.305,2444.68,10,2021,4,2,0,2
ORD-01348,2021-10-30,Monitor,South,Enterprise,18,391.15,0.09,19,1.9,1043.2,1.19,6407.04,0.408,2614.07,10,2021,4,3,3,0
ORD-01349,2021-10-30,Headphones,South,Enterprise,3,1479.78,0.01,43,0.2,4186.53,0.88,4394.95,0.314,1380.01,10,2021,4,0,3,0
ORD-01350,2021-10-30,Mouse,North,Enterprise,12,755.47,0.06,61,1.7,299.41,1.0,8521.7,0.381,3246.77,10,2021,4,4,2,0
ORD-01351,2021-10-30,Laptop,Central,SMB,16,413.41,0.12,46,2.0,3811.07,1.12,5820.81,0.374,2176.98,10,2021,4,2,0,3
ORD-01352,2021-10-31,Headphones,South,Online,18,697.37,0.05,50,1.7,1133.26,0.98,11925.03,0.313,3732.53,10,2021,4,0,3,1
ORD-01353,2021-10-31,Tablet,North,Online,17,1149.13,0.06,51,0.9,2487.58,0.94,18363.1,0.192,3525.72,10,2021,4,6,2,1
ORD-01354,2021-10-31,Monitor,Central,Retail,7,1466.62,0.12,63,5.3,3506.65,1.13,9034.38,0.185,1671.36,10,2021,4,3,0,2
ORD-01355,2021-11-01,Tablet,West,Enterprise,19,989.69,0.29,44,3.2,3819.48,0.97,13350.92,0.45,6007.91,11,2021,4,6,4,0
ORD-01356,2021-11-01,Headphones,North,Online,8,1074.91,0.23,24,9.1,4451.61,1.17,6621.45,0.148,979.97,11,2021,4,0,2,1
ORD-01357,2021-11-01,Headphones,West,Retail,17,320.94,0.1,66,1.9,1484.7,0.91,4910.38,0.324,1590.96,11,2021,4,0,4,2
ORD-01358,2021-11-01,Headphones,East,Enterprise,7,1833.65,0.29,32,6.0,1199.17,1.16,9113.24,0.301,2743.09,11,2021,4,0,1,0
ORD-01359,2021-11-01,Phone,East,SMB,1,1861.01,0.19,34,9.0,4981.61,0.91,1507.42,0.419,631.61,11,2021,4,5,1,3
ORD-01360,2021-11-01,Mouse,East,Online,8,1382.68,0.14,26,0.5,1117.04,0.92,9512.84,0.154,1464.98,11,2021,4,4,1,1
ORD-01361,2021-11-01,Phone,East,Online,19,84.38,0.14,30,5.2,3360.86,0.97,1378.77,0.375,517.04,11,2021,4,5,1,1
ORD-01362,2021-11-01,Mouse,South,Enterprise,10,1097.29,0.12,49,4.5,4768.45,1.01,9656.15,0.342,3302.4,11,2021,4,4,3,0
ORD-01363,2021-11-02,Keyboard,East,SMB,12,1276.98,0.07,19,9.3,4493.12,0.97,14251.1,0.38,5415.42,11,2021,4,1,1,3
ORD-01364,2021-11-02,Phone,South,SMB,1,1989.58,0.12,49,6.6,2271.99,1.14,1750.83,0.348,609.29,11,2021,4,5,3,3
ORD-01365,2021-11-02,Tablet,South,Online,4,1992.33,0.16,64,3.5,3224.15,1.12,6694.23,0.325,2175.62,11,2021,4,6,3,1
ORD-01366,2021-11-02,Mouse,Central,Enterprise,4,1722.34,0.16,37,7.1,2692.57,0.92,5787.06,0.471,2725.71,11,2021,4,4,0,0
ORD-01367,2021-11-02,Phone,South,Retail,9,174.47,0.23,60,5.8,1798.61,1.0,1209.08,0.239,288.97,11,2021,4,5,3,2
ORD-01368,2021-11-03,Monitor,South,Online,15,1908.89,0.11,36,3.5,807.67,0.97,25483.68,0.174,4434.16,11,2021,4,3,3,1
ORD-01369,2021-11-03,Headphones,East,SMB,15,1244.69,0.22,63,7.9,4036.63,0.82,14562.87,0.418,6087.28,11,2021,4,0,1,3
ORD-01370,2021-11-03,Mouse,South,Retail,7,1611.73,0.17,44,6.7,543.16,1.1,9364.15,0.152,1423.35,11,2021,4,4,3,2
ORD-01371,2021-11-03,Mouse,West,Enterprise,12,844.03,0.29,53,0.1,3087.17,0.87,7191.14,0.372,2675.1,11,2021,4,4,4,0
ORD-01372,2021-11-04,Phone,East,SMB,3,673.36,0.12,47,8.7,3012.41,1.17,1777.67,0.32,568.85,11,2021,4,5,1,3
ORD-01373,2021-11-04,Keyboard,North,Retail,9,953.33,0.27,28,4.0,1740.64,0.96,6263.38,0.101,632.6,11,2021,4,1,2,2
ORD-01374,2021-11-04,Phone,East,Online,14,336.41,0.25,33,6.5,763.5,1.05,3532.3,0.196,692.33,11,2021,4,5,1,1
ORD-01375,2021-11-04,Webcam,South,SMB,13,746.28,0.19,43,4.0,4018.22,1.13,7858.33,0.298,2341.78,11,2021,4,7,3,3
ORD-01376,2021-11-04,Tablet,West,Enterprise,12,1722.35,0.2,47,8.8,2363.43,0.87,16534.56,0.232,3836.02,11,2021,4,6,4,0
ORD-01377,2021-11-04,Tablet,East,SMB,1,124.0,0.03,19,6.5,3653.84,1.02,120.28,0.271,32.6,11,2021,4,6,1,3
ORD-01378,2021-11-05,Mouse,West,Online,19,344.21,0.29,51,5.8,180.78,0.89,4643.39,0.341,1583.4,11,2021,4,4,4,1
ORD-01379,2021-11-06,Mouse,North,Enterprise,16,293.98,0.03,58,9.8,465.07,1.0,4562.57,0.392,1788.53,11,2021,4,4,2,0
ORD-01380,2021-11-06,Phone,North,Online,12,836.0,0.17,39,2.8,961.65,1.03,8326.56,0.16,1332.25,11,2021,4,5,2,1
ORD-01381,2021-11-06,Tablet,Central,Retail,10,1994.12,0.1,48,0.7,657.81,0.87,17947.08,0.213,3822.73,11,2021,4,6,0,2
ORD-01382,2021-11-06,Tablet,Central,SMB,2,388.05,0.13,38,5.2,1039.36,1.03,675.21,0.355,239.7,11,2021,4,6,0,3
ORD-01383,2021-11-07,Keyboard,East,Online,18,333.69,0.18,53,4.2,3463.79,0.98,4925.26,0.335,1649.96,11,2021,4,1,1,1
ORD-01384,2021-11-07,Monitor,Central,Retail,13,1834.36,0.27,57,4.5,330.29,1.01,17408.08,0.395,6876.19,11,2021,4,3,0,2
ORD-01385,2021-11-07,Keyboard,West,Enterprise,6,1770.0,0.14,40,6.2,285.54,1.16,9133.2,0.356,3251.42,11,2021,4,1,4,0
ORD-01386,2021-11-07,Webcam,Central,Enterprise,12,112.87,0.3,43,6.2,255.1,0.99,948.11,0.232,219.96,11,2021,4,7,0,0
ORD-01387,2021-11-07,Laptop,West,Retail,4,1515.83,0.18,35,3.9,3518.48,0.99,4971.92,0.3,1491.58,11,2021,4,2,4,2
ORD-01388,2021-11-07,Headphones,Central,Retail,1,1328.16,0.05,32,8.6,2727.06,0.99,1261.75,0.454,572.83,11,2021,4,0,0,2
ORD-01389,2021-11-08,Keyboard,Central,Enterprise,11,1547.09,0.06,51,6.5,1914.19,1.05,15996.91,0.174,2783.46,11,2021,4,1,0,0
ORD-01390,2021-11-08,Webcam,Central,Online,8,1014.28,0.21,39,8.9,3410.48,0.95,6410.25,0.251,1608.97,11,2021,4,7,0,1
ORD-01391,2021-11-08,Phone,South,Retail,2,1983.19,0.02,45,9.1,2812.66,1.12,3887.05,0.437,1698.64,11,2021,4,5,3,2
ORD-01392,2021-11-09,Monitor,South,Online,2,135.5,0.14,60,1.7,135.94,0.91,233.06,0.246,57.33,11,2021,4,3,3,1
ORD-01393,2021-11-09,Phone,Central,Enterprise,16,507.02,0.04,66,6.8,4208.89,0.92,7787.83,0.265,2063.77,11,2021,4,5,0,0
ORD-01394,2021-11-09,Headphones,West,Online,1,823.26,0.13,24,3.2,1815.9,1.04,716.24,0.228,163.3,11,2021,4,0,4,1
ORD-01395,2021-11-09,Webcam,East,Online,4,927.07,0.22,57,8.4,2057.85,0.9,2892.46,0.46,1330.53,11,2021,4,7,1,1
ORD-01396,2021-11-09,Laptop,North,Retail,6,1846.67,0.14,59,7.3,3933.22,0.84,9528.82,0.365,3478.02,11,2021,4,2,2,2
ORD-01397,2021-11-09,Monitor,South,Online,14,1142.01,0.05,41,2.0,1016.74,0.88,15188.73,0.184,2794.73,11,2021,4,3,3,1
ORD-01398,2021-11-09,Mouse,Central,Online,15,137.97,0.08,52,9.4,149.35,1.17,1903.99,0.4,761.6,11,2021,4,4,0,1
ORD-01399,2021-11-10,Tablet,North,Online,7,845.33,0.11,30,6.8,4553.31,0.8,5266.41,0.115,605.64,11,2021,4,6,2,1
ORD-01400,2021-11-10,Keyboard,South,Enterprise,7,862.16,0.02,66,9.5,2576.84,0.85,5914.42,0.259,1531.83,11,2021,4,1,3,0
ORD-01401,2021-11-10,Webcam,East,Enterprise,18,1932.71,0.18,30,2.0,1812.68,1.1,28526.8,0.464,13236.44,11,2021,4,7,1,0
ORD-01402,2021-11-10,Phone,West,SMB,2,1218.43,0.18,48,8.7,4113.32,1.19,1998.23,0.376,751.33,11,2021,4,5,4,3
ORD-01403,2021-11-10,Laptop,Central,Enterprise,15,1289.52,0.02,36,6.7,228.85,1.08,18955.94,0.417,7904.63,11,2021,4,2,0,0
ORD-01404,2021-11-10,Tablet,East,Enterprise,1,1440.84,0.12,46,5.5,1091.23,1.17,1267.94,0.473,599.74,11,2021,4,6,1,0
ORD-01405,2021-11-11,Keyboard,South,SMB,17,1551.58,0.12,39,8.2,860.91,1.14,23211.64,0.41,9516.77,11,2021,4,1,3,3
ORD-01406,2021-11-11,Tablet,Central,SMB,13,1288.35,0.1,58,6.3,3715.37,0.99,15073.7,0.135,2034.95,11,2021,4,6,0,3
ORD-01407,2021-11-11,Keyboard,North,Retail,12,512.53,0.17,38,6.7,1629.23,0.93,5104.8,0.192,980.12,11,2021,4,1,2,2
ORD-01408,2021-11-12,Webcam,West,Retail,15,1754.39,0.1,33,2.5,3887.24,1.05,23684.27,0.3,7105.28,11,2021,4,7,4,2
ORD-01409,2021-11-12,Mouse,South,Enterprise,5,1477.63,0.12,47,8.2,303.23,1.01,6501.57,0.106,689.17,11,2021,4,4,3,0
ORD-01410,2021-11-13,Monitor,West,Online,7,1496.65,0.24,22,6.5,3079.77,0.81,7962.18,0.35,2786.76,11,2021,4,3,4,1
ORD-01411,2021-11-13,Webcam,Central,Retail,8,1993.29,0.05,58,8.4,1659.28,1.18,15149.0,0.363,5499.09,11,2021,4,7,0,2
ORD-01412,2021-11-13,Tablet,East,Retail,14,1614.93,0.19,58,3.5,1015.91,1.03,18313.31,0.379,6940.74,11,2021,4,6,1,2
ORD-01413,2021-11-14,Tablet,West,Enterprise,4,1666.85,0.15,23,3.3,4102.15,1.15,5667.29,0.322,1824.87,11,2021,4,6,4,0
ORD-01414,2021-11-14,Tablet,North,Online,14,1905.24,0.09,38,0.2,2120.03,1.09,24272.76,0.281,6820.65,11,2021,4,6,2,1
ORD-01415,2021-11-14,Monitor,South,SMB,10,344.71,0.22,59,7.7,2900.99,0.94,2688.74,0.442,1188.42,11,2021,4,3,3,3
ORD-01416,2021-11-14,Laptop,North,SMB,16,1020.57,0.17,67,3.3,262.11,1.16,13553.17,0.407,5516.14,11,2021,4,2,2,3
ORD-01417,2021-11-14,Keyboard,West,Enterprise,11,1182.11,0.14,28,3.3,3978.96,1.12,11182.76,0.345,3858.05,11,2021,4,1,4,0
ORD-01418,2021-11-14,Webcam,East,Enterprise,14,692.09,0.2,41,6.9,1505.72,0.97,7751.41,0.118,914.67,11,2021,4,7,1,0
ORD-01419,2021-11-14,Webcam,East,Online,14,1686.84,0.24,45,2.5,3497.69,1.14,17947.98,0.378,6784.34,11,2021,4,7,1,1
ORD-01420,2021-11-15,Mouse,North,Enterprise,2,1536.72,0.29,32,9.1,3826.33,0.91,2182.14,0.323,704.83,11,2021,4,4,2,0
ORD-01421,2021-11-16,Tablet,Central,Enterprise,13,1455.72,0.19,56,5.4,673.87,1.07,15328.73,0.377,5778.93,11,2021,4,6,0,0
ORD-01422,2021-11-16,Headphones,Central,Enterprise,3,1994.44,0.26,63,9.7,1549.91,0.85,4427.66,0.225,996.22,11,2021,4,0,0,0
ORD-01423,2021-11-16,Webcam,East,Online,18,555.79,0.0,57,0.8,3644.86,1.15,10004.22,0.411,4111.73,11,2021,4,7,1,1
ORD-01424,2021-11-17,Monitor,North,Enterprise,4,1484.14,0.16,68,3.4,1237.67,1.09,4986.71,0.267,1331.45,11,2021,4,3,2,0
ORD-01425,2021-11-17,Laptop,North,Retail,19,1125.24,0.06,64,3.8,4256.05,0.86,20096.79,0.458,9204.33,11,2021,4,2,2,2
ORD-01426,2021-11-17,Webcam,North,Online,16,660.33,0.03,36,7.3,1628.67,0.81,10248.32,0.142,1455.26,11,2021,4,7,2,1
ORD-01427,2021-11-17,Keyboard,West,Retail,4,363.14,0.16,67,2.1,2071.42,0.96,1220.15,0.294,358.72,11,2021,4,1,4,2
ORD-01428,2021-11-17,Monitor,Central,Online,19,1796.97,0.22,34,3.8,588.74,1.07,26631.1,0.182,4846.86,11,2021,4,3,0,1
ORD-01429,2021-11-17,Mouse,Central,Retail,15,1211.14,0.12,20,9.1,823.61,0.91,15987.05,0.281,4492.36,11,2021,4,4,0,2
ORD-01430,2021-11-18,Mouse,West,Online,1,1658.62,0.2,20,1.1,1449.57,1.19,1326.9,0.242,321.11,11,2021,4,4,4,1
ORD-01431,2021-11-18,Keyboard,South,SMB,16,1113.42,0.15,56,7.5,339.65,1.17,15142.51,0.421,6375.0,11,2021,4,1,3,3
ORD-01432,2021-11-18,Tablet,West,Enterprise,15,478.96,0.13,45,7.0,1045.86,1.04,6250.43,0.167,1043.82,11,2021,4,6,4,0
ORD-01433,2021-11-19,Mouse,North,Enterprise,16,708.22,0.09,48,1.3,2103.82,0.93,10311.68,0.339,3495.66,11,2021,4,4,2,0
ORD-01434,2021-11-19,Laptop,West,Online,1,794.0,0.11,59,6.9,1961.82,1.16,706.66,0.263,185.85,11,2021,4,2,4,1
ORD-01435,2021-11-20,Monitor,North,Retail,17,1947.22,0.1,66,5.7,1073.6,1.12,29792.47,0.307,9146.29,11,2021,4,3,2,2
ORD-01436,2021-11-20,Webcam,East,SMB,5,60.98,0.19,64,2.9,494.21,0.83,246.97,0.386,95.33,11,2021,4,7,1,3
ORD-01437,2021-11-20,Laptop,North,Retail,5,1972.05,0.03,25,3.1,1658.92,0.99,9564.44,0.243,2324.16,11,2021,4,2,2,2
ORD-01438,2021-11-20,Tablet,Central,Enterprise,7,1961.9,0.03,34,8.3,3752.2,1.19,13321.3,0.247,3290.36,11,2021,4,6,0,0
ORD-01439,2021-11-20,Laptop,West,Enterprise,13,1992.49,0.2,52,2.3,2599.49,0.98,20721.9,0.131,2714.57,11,2021,4,2,4,0
ORD-01440,2021-11-21,Laptop,North,Retail,12,979.35,0.16,53,5.1,4739.34,1.17,9871.85,0.321,3168.86,11,2021,4,2,2,2
ORD-01441,2021-11-21,Phone,South,Online,4,1929.43,0.13,44,6.8,785.44,1.19,6714.42,0.267,1792.75,11,2021,4,5,3,1
ORD-01442,2021-11-21,Laptop,East,Online,4,821.42,0.05,57,1.3,1115.86,0.95,3121.4,0.425,1326.6,11,2021,4,2,1,1
ORD-01443,2021-11-21,Keyboard,South,Retail,6,101.27,0.12,62,9.3,1473.47,1.19,534.71,0.276,147.58,11,2021,4,1,3,2
ORD-01444,2021-11-22,Monitor,South,Enterprise,15,487.48,0.24,50,2.6,163.71,0.86,5557.27,0.488,2711.95,11,2021,4,3,3,0
ORD-01445,2021-11-22,Phone,South,Retail,19,1893.33,0.27,67,3.2,4722.56,0.86,26260.49,0.169,4438.02,11,2021,4,5,3,2
ORD-01446,2021-11-22,Monitor,East,Enterprise,6,76.84,0.21,28,6.7,2282.28,0.91,364.22,0.207,75.39,11,2021,4,3,1,0
ORD-01447,2021-11-23,Monitor,East,Retail,12,1114.69,0.02,38,0.8,2460.08,0.99,13108.75,0.257,3368.95,11,2021,4,3,1,2
ORD-01448,2021-11-23,Tablet,East,Online,14,197.42,0.2,23,6.3,873.5,0.87,2211.1,0.168,371.46,11,2021,4,6,1,1
ORD-01449,2021-11-23,Tablet,East,SMB,18,608.47,0.07,65,9.2,4376.22,0.94,10185.79,0.489,4980.85,11,2021,4,6,1,3
ORD-01450,2021-11-23,Phone,South,Enterprise,12,221.78,0.09,38,2.5,3493.9,0.84,2421.84,0.356,862.18,11,2021,4,5,3,0
ORD-01451,2021-11-23,Mouse,Central,SMB,15,1726.08,0.06,68,3.6,2213.67,0.97,24337.73,0.104,2531.12,11,2021,4,4,0,3
ORD-01452,2021-11-23,Headphones,Central,Online,19,1202.59,0.23,45,2.3,4402.06,1.13,17593.89,0.331,5823.58,11,2021,4,0,0,1
ORD-01453,2021-11-24,Tablet,East,Retail,8,1809.11,0.19,34,8.2,4536.74,1.04,11723.03,0.412,4829.89,11,2021,4,6,1,2
ORD-01454,2021-11-24,Headphones,West,Online,9,1392.29,0.18,35,1.7,342.45,1.12,10275.1,0.121,1243.29,11,2021,4,0,4,1
ORD-01455,2021-11-24,Tablet,North,SMB,5,1943.51,0.2,28,3.5,684.69,0.85,7774.04,0.331,2573.21,11,2021,4,6,2,3
ORD-01456,2021-11-24,Tablet,West,Online,5,1044.26,0.07,63,6.0,235.38,0.96,4855.81,0.25,1213.95,11,2021,4,6,4,1
ORD-01457,2021-11-24,Monitor,West,Online,6,1295.49,0.13,61,4.0,2950.48,0.82,6762.46,0.333,2251.9,11,2021,4,3,4,1
ORD-01458,2021-11-25,Phone,West,Retail,3,1173.8,0.19,42,0.7,1167.92,0.95,2852.33,0.201,573.32,11,2021,4,5,4,2
ORD-01459,2021-11-25,Monitor,Central,SMB,5,994.31,0.19,47,9.5,4240.15,1.05,4026.96,0.366,1473.87,11,2021,4,3,0,3
ORD-01460,2021-11-25,Webcam,North,SMB,1,1699.62,0.24,69,3.4,2382.98,1.03,1291.71,0.369,476.64,11,2021,4,7,2,3
ORD-01461,2021-11-25,Keyboard,West,SMB,11,1306.82,0.09,42,4.5,4204.78,0.82,13081.27,0.316,4133.68,11,2021,4,1,4,3
ORD-01462,2021-11-26,Monitor,East,Enterprise,1,1612.56,0.23,24,1.7,2822.47,0.82,1241.67,0.47,583.58,11,2021,4,3,1,0
ORD-01463,2021-11-26,Headphones,Central,Online,7,1583.41,0.13,66,8.7,4001.22,0.92,9642.97,0.464,4474.34,11,2021,4,0,0,1
ORD-01464,2021-11-26,Headphones,East,SMB,15,422.54,0.2,54,2.9,1922.09,1.11,5070.48,0.119,603.39,11,2021,4,0,1,3
ORD-01465,2021-11-26,Keyboard,East,Online,17,1317.82,0.14,63,0.2,4732.43,0.81,19266.53,0.216,4161.57,11,2021,4,1,1,1
ORD-01466,2021-11-27,Laptop,West,Retail,8,439.31,0.28,44,3.2,3369.08,1.05,2530.43,0.246,622.49,11,2021,4,2,4,2
ORD-01467,2021-11-27,Laptop,East,Retail,2,1187.47,0.05,43,9.8,3017.9,0.87,2256.19,0.122,275.26,11,2021,4,2,1,2
ORD-01468,2021-11-27,Keyboard,North,Enterprise,13,1371.0,0.2,30,1.5,1826.55,1.18,14258.4,0.309,4405.85,11,2021,4,1,2,0
ORD-01469,2021-11-27,Keyboard,East,Enterprise,12,1994.61,0.17,41,0.3,4692.2,0.97,19866.32,0.11,2185.3,11,2021,4,1,1,0
ORD-01470,2021-11-27,Monitor,West,Retail,5,109.56,0.05,29,5.8,1754.9,0.82,520.41,0.371,193.07,11,2021,4,3,4,2
ORD-01471,2021-11-27,Keyboard,East,SMB,13,227.92,0.02,31,3.7,4195.71,1.09,2903.7,0.101,293.27,11,2021,4,1,1,3
ORD-01472,2021-11-27,Webcam,Central,Retail,6,200.2,0.24,26,7.9,2081.11,0.99,912.91,0.113,103.16,11,2021,4,7,0,2
ORD-01473,2021-11-28,Phone,Central,Online,15,826.8,0.05,48,7.3,3859.2,1.15,11781.9,0.434,5113.34,11,2021,4,5,0,1
ORD-01474,2021-11-28,Laptop,Central,Enterprise,11,1652.1,0.06,21,1.9,4568.2,1.06,17082.71,0.201,3433.62,11,2021,4,2,0,0
ORD-01475,2021-11-28,Laptop,South,Enterprise,4,1695.91,0.29,36,5.6,2381.47,1.08,4816.38,0.132,635.76,11,2021,4,2,3,0
ORD-01476,2021-11-29,Webcam,Central,Retail,1,1487.11,0.22,18,0.3,2678.06,1.11,1159.95,0.26,301.59,11,2021,4,7,0,2
ORD-01477,2021-11-29,Mouse,Central,SMB,15,1798.91,0.08,46,4.4,1718.68,0.97,24824.96,0.12,2979.0,11,2021,4,4,0,3
ORD-01478,2021-11-30,Webcam,South,SMB,12,679.58,0.18,62,7.1,368.01,1.12,6687.07,0.4,2674.83,11,2021,4,7,3,3
ORD-01479,2021-11-30,Webcam,Central,Online,9,221.9,0.16,23,4.1,3297.16,0.82,1677.56,0.298,499.91,11,2021,4,7,0,1
ORD-01480,2021-11-30,Keyboard,West,Enterprise,11,163.4,0.25,18,1.2,686.25,1.11,1348.05,0.321,432.72,11,2021,4,1,4,0
ORD-01481,2021-11-30,Tablet,Central,Retail,5,1711.66,0.22,42,0.6,1834.89,1.05,6675.47,0.401,2676.86,11,2021,4,6,0,2
